tenderer,winnerUrl,winner,amount,tendererUrl,date,title
"Zavod zdravstvenog osiguranja i reosiguranja FBiH, Sarajevo",/website/bih/company/preview/95634/JU-KB-Zenica,JU KB Zenica,"1.409.700,00 KM",/website/bih/company/preview/95717/Zavod-zdravstvenog-osiguranja-i-reosiguranja-FBiH-Sarajevo,"
									objavljen : 02.09.2013,",Pružanje usluga iz Programa zdravstvene zaštite za 2013.godinu
Elektroprivreda Republike Srpske a.d. Trebinje,/website/bih/company/preview/95120/SLADABONI-d-o-o-Banja-Luka,SLADABONI d.o.o. Banja Luka,"10.000,00 KM",/website/bih/company/preview/92377/Elektroprivreda-Republike-Srpske-a-d-Trebinje,"
									objavljen : 02.09.2013,",Usluge servisiranja vozila marke Toyota
Elektroprivreda Republike Srpske a.d. Trebinje,/website/bih/company/preview/96673/AUTO-KOMERC-V-S-d-o-o-Banja-Luka,AUTO - KOMERC V.S. d.o.o. Banja Luka,"10.000,00 KM",/website/bih/company/preview/92377/Elektroprivreda-Republike-Srpske-a-d-Trebinje,"
									objavljen : 02.09.2013,",Usluge servisiranja i održavanja motornih vozila marke Škoda
Elektroprivreda Republike Srpske a.d. Trebinje,/website/bih/company/preview/96505/SERVIS-VIDOVIĆ-d-o-o-Banja-Luka,SERVIS VIDOVIĆ d.o.o. Banja Luka,"80.000,00 KM",/website/bih/company/preview/92377/Elektroprivreda-Republike-Srpske-a-d-Trebinje,"
									objavljen : 02.09.2013,",Usluge servisiranja i održavanja motornih vozila marke Volkswagen
Elektroprivreda Republike Srpske a.d. Trebinje,/website/bih/company/preview/98217/AUDI-CENTAR-BANJA-LUKA-d-o-o-Banja-Luka,AUDI CENTAR BANJA LUKA d.o.o. Banja Luka,"60.000,00 KM",/website/bih/company/preview/92377/Elektroprivreda-Republike-Srpske-a-d-Trebinje,"
									objavljen : 02.09.2013,",Usluge servisiranja i održavanja motornih vozila marke Audi
Dioničko društvo BH Telecom Sarajevo - Direkcija Goražde,/website/bih/company/preview/5034427/UOK-Goražde,UOK Goražde,"4.000,00 KM",/website/bih/company/preview/5003029/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Goražde,"
									objavljen : 02.09.2013,",Pružanje usluga reklame i prezentacije na utakmicama ženske Super lige BiH
JP Šume RS a.d. Sokolac,/website/bih/company/preview/98276/MRKONJIĆPUTEVI-A-D-Mrkonjić-Grad,MRKONJIĆPUTEVI A.D. Mrkonjić Grad,"111.029,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Izvođenje radova na izgradnji kamionskih puteva na području ŠG Ribnik iz Ribnika, a prema proizvodno-finansijskom planu za 2013. god"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/5091753/GALIĆ-USLUGE,GALIĆ USLUGE,"211.814,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Izvođenje radova sječe i izrade, izvoza i iznosa šds u odjelu 20 PJ Šiša-Palež na području ŠG Ribnik iz Ribnika, a prema proizvodno finansijskom planu za 2013. godinu"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/98276/MRKONJIĆPUTEVI-A-D-Mrkonjić-Grad,MRKONJIĆPUTEVI A.D. Mrkonjić Grad,"65.062,90 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Izvođenje radova na izgradnji šumskog kamionaskog puta Šiša 2 na području ŠG Ribnik iz Ribnika, a prema proizvodno finansijskom planu za 2013. godinu"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/97797/STANIŠIĆ-d-o-o-Pale,STANIŠIĆ d.o.o. Pale,"9.861,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,",Održavanje ŠKP u RJ Pale i RJ Mokro
JP Šume RS a.d. Sokolac,/website/bih/company/preview/97277/DEJANAC-PROMET-d-o-o-Gradiška,DEJANAC-PROMET d.o.o. Gradiška,"40.959,50 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Sječa i izrada šds, primicanje i privlačenje šds i iznos prostornog drveta na trasi šumskog kamionskog puta Veliki Miletinac-Palež dužine 4,337 km čija je izgradnja planirana po planu investicionih ulaganja za 2013. godinu. Šumska uprava Kozarska Dubica, odjeli 31, 32, 47, 48, 55, 58, 66, 70, 71, 74, 75, G.J. Kozara-Mlječanica"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/5086595/SINGER-SPEKTAL-D-O-O-PRIJEDOR,SINGER SPEKTAL D.O.O. PRIJEDOR,"40.508,40 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Sječa i izrada šds, iznos prostornog drveta, Šumska uprava Prijedor odjel 111 GJ Kozara-Mlječanica, Iznos prostornog drveta, Šumska urava Prijedor odjel 113 GJ Kozara-Mlječanic i Iznos prostornog drveta, Šumska uprava Prijedor odjel 114 GJ Kozara-Mlječanica"
Elektroprenos Banja Luka,/website/bih/company/preview/99945/Energoinvest-Dalekovodizgradnja-d-d-Sarajevo,Energoinvest - Dalekovodizgradnja d.d. Sarajevo,"29.984,20 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 02.09.2013,",Radovi na isporuci i ugradnji novog stuba broj 8 na: DV 110 kV EVP Dobrinje TE Kakanj
Elektroprenos Banja Luka,/website/bih/company/preview/5085975/CET-Energy-d-o-o-Sarajevo,CET Energy d.o.o. Sarajevo,"9.990,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 02.09.2013,",Ispitivanje signala sa SN ćelija
Ministarstvo sigurnosti BiH Sarajevo,/website/bih/company/preview/95620/GODIMERC-d-o-o-Sarajevo,GODIMERC d.o.o. Sarajevo,"63.698,00 KM",/website/bih/company/preview/98167/Ministarstvo-sigurnosti-BiH-Sarajevo,"
									objavljen : 02.09.2013,",Nabavka IT opreme
Granična policija BiH Sarajevo,/website/bih/company/preview/95555/PRIMAPROM-d-o-o-Banja-Luka,PRIMAPROM d.o.o. Banja Luka,"43.642,20 KM",/website/bih/company/preview/96126/Granična-policija-BiH-Sarajevo,"
									objavljen : 02.09.2013,",Štampani obrasci
Opština Laktaši,/website/bih/company/preview/96131/Drina-osiguranje-a-d-Milići,Drina osiguranje a.d. Milići,"6.091,89 KM",/website/bih/company/preview/95616/Opština-Laktaši,"
									objavljen : 02.09.2013,",Osiguranje imovine i lica Administrativne službe opštine Laktaši
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5023423/JASMIN-M-d-o-o-Žepče,JASMIN M d.o.o. Žepče,"22.500,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka filtera za mašine i vozila rudarske mehanizacije RJ Rudnik u 2013. godini
Rudnik i termoelektrana Gacko,/website/bih/company/preview/99929/TERMOELEKTRO-d-1086-1086-Brčko,TERMOELEKTRO d.о.о. Brčko,"195.950,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Radovi na zamjeni ZPP u toku remonta TE 2013. godine
Rudnik i termoelektrana Gacko,/website/bih/company/preview/103510/BELAZ-PREMAR-SERVICES-d-1086-1086-Ugljevik,BELAZ PREMAR SERVICES d.о.о. Ugljevik,"249.910,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka roba za ZPP (limovi i cijevi)
Rudnik i termoelektrana Gacko,/website/bih/company/preview/99929/TERMOELEKTRO-d-1086-1086-Brčko,TERMOELEKTRO d.о.о. Brčko,"16.800,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Radiografija zavarenih spojeva
Rudnik i termoelektrana Gacko,,,"20.460,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Ispitivanje metala
Rudnik i termoelektrana Gacko,,,"125.151,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka vatrostalnih materijala u toku remonta TE Gacko u 2013. godini
Rudnik i termoelektrana Gacko,/website/bih/company/preview/100406/Termograding-d-o-o-Gacko,Termograding d.o.o. Gacko,"29.970,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Hidrodinamička čišćenja u Mašinskoj sali
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5091991/ENERGO-REMONT-doo-proizvodno-remontno-trgovačko-preduzeće-eksport-import,"ENERGO - REMONT doo proizvodno - remontno, trgovačko preduzeće, eksport-import","160.000,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,","Radovi na Turbini K300-240, na Generatoru i na Napojnom sistemu"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/110547/ELEKTRON-d-o-o-Bileća,ELEKTRON d.o.o. Bileća,"7.040,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka gumenih zaptivki kupolnih ventila za pepeo
JP Šume RS a.d. Sokolac,/website/bih/company/preview/99958/TARTUF-d-1086-1086-Oštra-Luka,TARTUF d.о.о. Oštra Luka,"90.839,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosu šds u odjelu 101 PJ Ovčara u količini od 3554 m3"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/95255/SIK-d-o-o-Mostar,SIK d.o.o. Mostar,"35.740,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka rezernih dijelova kupolnih ventila za pepeo
JP Šume RS a.d. Sokolac,/website/bih/company/preview/5086824/DUBRAVA-PROMET-d-o-o-Šipovo,DUBRAVA - PROMET d.o.o. Šipovo,"117.802,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosu šds u odjelu 60 PJ Šedinac u količini od 4931 m3"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/99857/BMB-d-o-o-Bileća,BMB d.o.o. Bileća,"37.902,80 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,","Nabavka armature za GPO, startnu kotlovnicu i grijanje"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/99959/ŽDERO-KRUNA-d-o-o-Kupres,ŽDERO-KRUNA d.o.o. Kupres,"132.077,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosu šds u odjelu 89/1 PJ Gornji Janj u količini od 983 m3 i odjelu 99 PJ Gornji Janj u količini od 4670 m3"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/100063/MON-AMI-d-o-o-Kneževo,MON AMI d.o.o. Kneževo,"62.699,70 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosušds u odjelu 11PJ Gornji Janj u količini od 2863 m3 i u odjelu 12PJ Gornji Janj u količini od 2147 m3"
Rudnik i termoelektrana Gacko,,,"39.100,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka armature bloka
JP Šume RS a.d. Sokolac,/website/bih/company/preview/99964/L-K-T-d-1086-1086-Šipovo,L.K.T. d.о.о. Šipovo,"78.537,00 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosu šds u odjelu 112/2 PJ Vitoroga u količini od 2819 m3, u odjelu 86PJ Ovčara u količini od 1622 m3 i u odjelu 102 PJ Ovčara u količini od 1383 m3"
JP Šume RS a.d. Sokolac,/website/bih/company/preview/108842/ŠUJICA-DRVO-d-o-o-Kupres,ŠUJICA-DRVO d.o.o. Kupres,"53.072,10 KM",/website/bih/company/preview/92719/JP-Šume-RS-a-d-Sokolac,"
									objavljen : 02.09.2013,","Radovi na sječi i izradi, izvozu i iznosu šds u odjelu 67 PJ Vitoroga u količini od 360m3 i odjelu 84 PJ Vitoroga u količini od 1857 m3"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/105620/M-I-Systems-d-o-o-Banja-Luka,M & I Systems d.o.o. Banja Luka,"49.895,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka i instalacija hardverske opreme za DMSZP Rudnik i TE Gacko
Rudnik i termoelektrana Gacko,,,"82.000,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka roba i usluga - sistem za upravljanje tokovima dokumentacije (engl. Document Managment System - DMS)
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5084610/ANTIKOROZIJA-d-o-o-Gacko,ANTIKOROZIJA d.o.o. Gacko,"37.120,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Pjeskarenje ložišta
Rudnik i termoelektrana Gacko,/website/bih/company/preview/100406/Termograding-d-o-o-Gacko,Termograding d.o.o. Gacko,"72.900,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Hemijski tretman konvektivnih šahti
Rudnik i termoelektrana Gacko,,,"89.910,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Skelarski radovi
Rudnik i termoelektrana Gacko,/website/bih/company/preview/101684/VGI-RIVIR-d-o-o-Nikšić,VGI-RIVIR d.o.o. Nikšić,"133.720,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Vatrostalni radovi
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5091934/HC-ING-doo-Bihać,HC-ING doo Bihać,"65.600,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 02.09.2013,",Zanatsko - građevinski i drugi radovi niskogradnje za redovno održavanje pristupnih mreža i optičkih spojnih puteva na području Direkcije Bihać
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5091991/ENERGO-REMONT-doo-proizvodno-remontno-trgovačko-preduzeće-eksport-import,"ENERGO - REMONT doo proizvodno - remontno, trgovačko preduzeće, eksport-import","38.100,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Radovi na ventilatorima
Dioničko društvo BH Telecom Sarajevo - Telecom inženjering,/website/bih/company/preview/95621/AMITEA-d-o-o-Mostar,AMITEA d.o.o. Mostar,"83.000,00 KM",/website/bih/company/preview/5003030/Dioničko-društvo-BH-Telecom-Sarajevo-Telecom-inženjering,"
									objavljen : 02.09.2013,",Opravka oštećenih asfaltnih površina na području Hercegovačkoneretvanskog kantona
Rudnik i termoelektrana Gacko,/website/bih/company/preview/98900/MONTING-ENERGETIKA-d-o-o-Trebinje,MONTING-ENERGETIKA d.o.o. Trebinje,"179.816,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Radovi na ventilacionim mlinovima
Služba za zajedničke poslove institucija BiH Sarajevo,/website/bih/company/preview/5086497/LIFT-CONSULTING-d-o-o-Ilidža-Sarajevo,LIFT CONSULTING d.o.o. Ilidža - Sarajevo,"98.256,30 KM",/website/bih/company/preview/95524/Služba-za-zajedničke-poslove-institucija-BiH-Sarajevo,"
									objavljen : 02.09.2013,",Pružanje usluga servisiranja i održavanja liftova u zgradi prijateljstva između Grčke i Bosne i Hercegovine
Rudnik i termoelektrana Gacko,/website/bih/company/preview/105796/IMSS-TRADE-d-o-o-Banja-Luka,IMSS-TRADE d.o.o. Banja Luka,"196.764,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Radovi na sanaciji cijevnog sistema
JP BH POŠTA d.o.o. Sarajevo,/website/bih/company/preview/95736/JU-Federalni-zavod-MIO-PIO-Mostar,JU Federalni zavod MIO/PIO Mostar,"17.948,70 KM",/website/bih/company/preview/95688/JP-BH-POŠTA-d-o-o-Sarajevo,"
									objavljen : 02.09.2013,",Reklamne usluge
Federalno Ministarstvo rada i socijalne politike Sarajevo,/website/bih/company/preview/5040990/MNK-KONS-LJUBUŠKI,MNK  KONS LJUBUŠKI,"773.381,00 KM",/website/bih/company/preview/97405/Federalno-Ministarstvo-rada-i-socijalne-politike-Sarajevo,"
									objavljen : 02.09.2013,",Druga faza radova prenamjene prostora Ustanove iz djelokruga socijalne zaštite Ljunuški
Rudnik i termoelektrana Gacko,,,"131.678,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Prezalijevanje kliznih ležajeva za potrebe remonta TE u 2013. godini
Rudnik i termoelektrana Gacko,/website/bih/company/preview/101499/ERAX-INVEST-d-o-o-Banovići,ERAX-INVEST d.o.o. Banovići,"199.652,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka gumenih transportnih traka za potrebe remonta TE Gacko u 2013. godini
JU Studentski centar Lukavica Istočno Sarajevo,/website/bih/company/preview/5091645/SBS-PROMET-d-o-o-Sokolac,SBS-PROMET d.o.o. Sokolac,"55.180,00 KM",/website/bih/company/preview/101751/JU-Studentski-centar-Lukavica-Istočno-Sarajevo,"
									objavljen : 02.09.2013,",Hljeb i peciva
Rudnik i termoelektrana Gacko,/website/bih/company/preview/95694/ELNOS-BL-d-o-o-Banja-Luka,ELNOS BL d.o.o. Banja Luka,"97.068,50 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 02.09.2013,",Nabavka roba za rekonstrukciju kablovskih kanala TE Gacko u 2013. godini
HT Eronet Mostar,/website/bih/company/preview/95311/AVA-COM-GROUP-d-o-o-Mostar,AVA COM GROUP d.o.o. Mostar,"144.210,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 02.09.2013,","Usluga održavanja NSN 3rd party opreme Fujitsu Siemens,SUN,HP,EMC i Cisko"
HT Eronet Mostar,/website/bih/company/preview/5091990/SOLING-GROUP-doo-Mostar,SOLING GROUP doo Mostar,"524.000,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 02.09.2013,",Nabava telekomunikacijskih kontejnera
JZU Dom zdravlja Cazin,/website/bih/company/preview/95481/NEODENT-d-o-o-Tuzla,NEODENT d.o.o. Tuzla,"44.242,40 KM",/website/bih/company/preview/96622/JZU-Dom-zdravlja-Cazin,"
									objavljen : 02.09.2013,",Nabavka zubnog materijala
HE Dabar d.o.o. Trebinje,,,"3.315.250,00 KM",/website/bih/company/preview/5089544/HE-Dabar-d-o-o-Trebinje,"
									objavljen : 02.09.2013,",Predmet nabavke je izrada tehničke dokumentacije Glavnog projekta za HE Dabar sa projektantskim nadzorom nad istražnim radovima
HT Eronet Mostar,,,"328.579,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 02.09.2013,",Licenčnio proširenje billing aplikacije za dodatnih 25.000 pretplatnika
HT Eronet Mostar,/website/bih/company/preview/5031188/TELEPLUS-d-o-o-Mostar, TELEPLUS d.o.o. Mostar,"129.980,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 02.09.2013,",Nabava svjetlovodnih ormara
HE Dabar d.o.o. Trebinje,,,"3.315.250,00 KM",/website/bih/company/preview/5089544/HE-Dabar-d-o-o-Trebinje,"
									objavljen : 02.09.2013,",Predmet nabavke je izrada tehničke dokumentacije Glavnog projekta za HE Dabar sa projektantskim nadzorom nad istražnim radovima
Javno preduzeće Vode Bijeljina,/website/bih/company/preview/100997/GM-PROM-d-o-o-Bijeljina,GM-PROM  d.o.o. Bijeljina,"91.986,90 KM",/website/bih/company/preview/100386/Javno-preduzeće-Vode-Bijeljina,"
									objavljen : 02.09.2013,",Tekuće održavanje hidromelaracionog sistema Semberija Bijeljina-drugo košenje
RUDNICI BOKSITA D.O.O. ŠIROKI BRIJEG,/website/bih/company/preview/95062/Lager-d-o-o-Posušje,Lager d.o.o. Posušje,"100.000,00 KM",/website/bih/company/preview/5041238/RUDNICI-BOKSITA-D-O-O-ŠIROKI-BRIJEG,"
									objavljen : 02.09.2013,",Nabava i isporuka rabljenog radnog stroja - utovarivača
Općina Novo Sarajevo,/website/bih/company/preview/98715/SELA-d-o-o-Sarajevo,SELA d.o.o. Sarajevo,"7.691,49 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,",Adaptacija prostorija za smještaj i pohranu matičnih knjiga
JU PRVA OSNOVNA ŠKOLA MAGLAJ,/website/bih/company/preview/100665/SJAJ-d-o-o-Maglaj,SJAJ d.o.o. Maglaj,"10.595,90 KM",/website/bih/company/preview/5025478/JU-PRVA-OSNOVNA-ŠKOLA-MAGLAJ,"
									objavljen : 02.09.2013,","Usluga prijevoza učenika na relaciji Oruče - Ravna, na principu auto-dan korištenja vozila, minimalno 3 vožnje dnevno (u oba pravca), na relaciji Rječica - Maglaj (do stajališta
kod matične škole u Maglaju), na principu auto-dan, minimalno 4 vožnje dnevno (u oba pravca) i usluga prijevoza učenika od Rakovca, sa stajanjem kod područne škole u Jablanici, do Maglaja (stajalište kod matične škole), na principu auto-dan, minimalno 3 vožnje dnevno (u oba pravca)"
Općina Novo Sarajevo,/website/bih/company/preview/95874/Kolinvest-d-o-o-Sarajevo,Kolinvest d.o.o.  Sarajevo,"35.853,40 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,","Sanacija javnih stepeništa, sanacija i ugradnja rukohvata"
Općina Novo Sarajevo,/website/bih/company/preview/101488/SUDEL-d-o-o-Sarajevo,SUDEL d.o.o. Sarajevo,"89.856,60 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,",Sanacija pješačkih staza i trotoara na području Općine Novo Sarajevo
JU PRVA OSNOVNA ŠKOLA MAGLAJ,/website/bih/company/preview/5083370/BOSNATURIST-BUS-d-o-o-Doboj,BOSNATURIST-BUS d.o.o. Doboj,"8.846,15 KM",/website/bih/company/preview/5025478/JU-PRVA-OSNOVNA-ŠKOLA-MAGLAJ,"
									objavljen : 02.09.2013,",Usluga prijevoza učenika na relaciji Jablanica - Maglaj (do stajališta kod matične škole u Maglaju)
JU PRVA OSNOVNA ŠKOLA MAGLAJ,/website/bih/company/preview/5091986/Seni-bus-doo-Maglaj,Seni bus doo Maglaj,"7.643,10 KM",/website/bih/company/preview/5025478/JU-PRVA-OSNOVNA-ŠKOLA-MAGLAJ,"
									objavljen : 02.09.2013,","Usluga prijevoza učenika na relaciji Ravna - Maglaj (do stajališta kod matične škole u Maglaju) i na relaciji Oruče - Maglaj (do stajališta kod matične škole u Maglaju), na principu auto-dan korištenja vozila, minimalno 4 vožnje dnevno (u oba pravca)"
Općina Novo Sarajevo,/website/bih/company/preview/98175/FAIN-INŽINJERING-d-o-o-Sarajevo,FAIN-INŽINJERING d.o.o. Sarajevo,"16.712,80 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,","Izvođenje radova nužnih popravki na objektima kolektivnog stanovanja u ulici Ivana Gorana Kovačića 23, Splitska 12A i Envera Šehovića 36"
Općina Novo Sarajevo,/website/bih/company/preview/103298/BOGER-d-o-o-Sarajevo,BOGER d.o.o. Sarajevo,"6.768,30 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,","Izvođenje radova nužnih popravki na objektu kolektivnog stanovanja u ulici Alojza Benca 1 i u ulicama Paromlinska 29, Malta 21, Grbavička 70, Džemala Bijedića 111 i Dr. Fetaha Bećirbegovića 7"
JU PRVA OSNOVNA ŠKOLA MAGLAJ,/website/bih/company/preview/5090608/JELAH-BUS-d-o-o-Jelah-Tešanj,JELAH-BUS d.o.o. Jelah - Tešanj,"10.933,30 KM",/website/bih/company/preview/5025478/JU-PRVA-OSNOVNA-ŠKOLA-MAGLAJ,"
									objavljen : 02.09.2013,","Usluga prijevoza učenika na relaciji Moševac - Maglaj (do stajališta kod matične škole), sa stajanjem na stajalištu kod kiseljaka u Moševcu"
Općina Novo Sarajevo,/website/bih/company/preview/101355/SARAJEVOSTAN-d-d-Sarajevo,SARAJEVOSTAN d.d. Sarajevo,"37.439,50 KM",/website/bih/company/preview/95795/Općina-Novo-Sarajevo,"
									objavljen : 02.09.2013,","Izvođenje radova nužnih popravki na objektima kolektivnog stanovanja u ulici Grbavička 35, Hamdije Čemerlića 51, Hamdije Čemerlića 31, Marka Marulića 1, Derviša Numića 20, Zagrebačka
63-65, Zagrebačka 57-61 i Zagrebačka 2D"
Grad Banja Luka,/website/bih/company/preview/100700/KOZARAPUTEVI-a-d-Banja-Luka,KOZARAPUTEVI a.d. Banja Luka,"154.078,00 KM",/website/bih/company/preview/95488/Grad-Banja-Luka,"
									objavljen : 02.09.2013,",unos pobednika putem parsera
JU PRVA OSNOVNA ŠKOLA MAGLAJ,/website/bih/company/preview/106840/NER-TOURS-d-o-o-Tešanj,NER-TOURS d.o.o. Tešanj,"8.273,50 KM",/website/bih/company/preview/5025478/JU-PRVA-OSNOVNA-ŠKOLA-MAGLAJ,"
									objavljen : 02.09.2013,","Usluga prijevoza učenika na relaciji Donja Kosova - Maglaj (do stajališta kod matične škole) sa stajanjem na stajalištu kod područne škole u Kosovi, na relaciji Gornja Kosova - Maglaj (do stajališta kod matične škole u Maglaju), na relaciji Gornja Kosova (džamija) -
Donja Kosova (područna škola), na principu auto-dan, minimalno 4 vožnje dnevno (u oba pravca) i (sa poteškoćama u učenju i učešću) od Globarice, uz stajanje u Donjim Bradićima, do matične škole u Maglaju, na principu auto-dan, minimalno 4 vožnje dnevno (u oba pravca)"
Izborna komisija BiH Sarajevo,/website/bih/company/preview/95588/Hotel-Hollywood-Sarajevo-Ilidža,Hotel Hollywood  Sarajevo-Ilidža,"17.094,00 KM",/website/bih/company/preview/96962/Izborna-komisija-BiH-Sarajevo,"
									objavljen : 02.09.2013,",unos pobednika putem parsera
Federalna direkcija za civilnu avijaciju/Federalna direkcija za civilno zrakoplovstvo Mostar,/website/bih/company/preview/96137/HIFA-PETROL-d-o-o-Sarajevo,HIFA PETROL d.o.o. Sarajevo,"20.000,00 KM",/website/bih/company/preview/96371/Federalna-direkcija-za-civilnu-avijaciju-Federalna-direkcija-za-civilno-zrakoplovstvo-Mostar,"
									objavljen : 02.09.2013,","Nabavka goriva, maziva i tečnosti za vjetrobranska stakla za potrebe Centra kontrole zračnog prometa Tuzla/ Federalne direkcije za civilnu avijaciju/Federalne direkcije za civilno zrakoplovstvo"
JZU Dom zdravlja Banjoj Luci,/website/bih/company/preview/97227/Derby-Trade-d-o-o-Brčko,Derby Trade d.o.o. Brčko,"15.204,80 KM",/website/bih/company/preview/96054/JZU-Dom-zdravlja-Banjoj-Luci,"
									objavljen : 02.09.2013,",Ambalaža za odlaganje medicinskog otpada
